_RAJ2000;_DEJ2000;Vmag;Sp;Rad;r_Diam
229.5475;+31.6469;     ;B5            ; 3.5e+00;K2
229.5475;+31.6469; 7.04;B6            ; 4.5e+00;H16
229.5475;+31.6469;     ;B5            ; 3.1e+00;H16
229.5475;+31.6469; 7.65;G2III-IV      ; 5.3e+00;C11
229.5475;+31.6469;     ;B5V           ; 3.5e+00;C11
229.5475;+31.6469; 7.70;A5            ; 5.5e+00;K2
230.3429;-40.6475; 3.22;B1.5IV        ; 6.1e+00;U4
230.3429;-40.6475; 3.21;B2IV          ; 6.9e+00;W1
230.3429;-40.6475; 3.22;B1.5IV        ; 7.1e+00;R13
230.3429;-40.6475; 3.22;B1IV          ;        ;O6
230.4504;-48.3175; 5.65;G2V           ; 9.9e-01;J3
230.4504;-48.3175; 5.62;G2V           ; 1.1e+00;W1
230.7937;-60.6572; 5.64;F8V           ; 1.3e+00;W1
230.4517;-36.2614; 3.56;K5III         ;        ;O6
230.6521;-47.9211; 7.69;G5V           ; 7.5e-01;J3
230.6521;-47.9211; 8.70;              ; 7.2e-01;J3
230.6704;-44.6897; 3.37;B2IV-V        ;        ;M14
230.0358;+29.6161; 5.51;K0III         ; 1.2e+01;W1
230.7892;-36.8586; 4.53;B5V           ; 3.4e+00;W1
229.2746;+71.8239; 5.00;K4III         ; 3.7e+01;W1
231.1596;-52.8539; 7.83;G2IAB         ; 6.4e+01;L22
231.1596;-52.8539; 6.29;G2IAB         ; 2.4e+00;C33
230.5967;+12.5675; 6.28;B9V           ; 2.4e+00;F4
230.6771; +1.4186; 8.29;K3V           ; 8.2e-01;J3
230.4525;+32.9336; 5.26;B9V           ; 3.1e+00;W1
230.4525;+32.9336; 5.37;B9V           ; 2.3e+00;F4
230.6054;+25.6242; 7.21;K1III         ; 1.4e+01;H23
230.8587; -6.6106; 7.40;K1III         ; 6.3e+00;H23
230.9321; -1.0225; 6.10;F0V           ; 1.2e+00;F4
230.9321; -1.0225; 6.12;F0V           ; 1.8e+00;W1
230.9321; -1.0225; 6.12;F0V           ; 1.1e+00;F1
231.0496;-10.3222; 4.91;F5V           ; 9.5e-01;F4
231.0496;-10.3222; 4.93;F5V           ; 1.5e+00;W1
231.3342;-38.7336; 4.60;A0IV          ; 3.0e+00;W1
230.8008;+30.2878; 4.98;G2V           ; 1.0e+00;J3
230.8008;+30.2878; 5.90;G2V           ; 9.8e-01;J3
231.1225;+37.3772; 4.33;F0+K0         ; 1.2e+00;H1
231.1225;+37.3772; 4.30;F0V           ; 1.2e+00;F4
231.1225;+37.3772; 4.31;F0I           ;        ;M14
230.1821;+71.8339; 3.07;A3II-III      ; 7.9e+00;W1
230.1821;+71.8339; 3.05;A3II-III      ;        ;O6
230.1821;+71.8339; 3.14;A2            ; 1.3e+00;H1
231.4475;+15.4281; 5.24;M1III         ; 5.4e+01;W1
231.5867;+14.6933; 7.86;B5III         ;        ;M14
232.3292;-49.9531; 7.66;G5V           ; 8.1e-01;J3
231.5725;+34.3361; 5.46;K4III         ; 3.7e+01;W1
232.0642;-16.7164; 5.64;K3III         ;        ;S33
232.0642;-16.7164; 5.92;K5III         ; 4.8e+01;W1
231.2325;+58.9661; 3.47;K0            ; 1.1e+01;H1
231.2325;+58.9661; 3.26;K2III         ; 1.6e+01;W1
232.0400; -9.3481; 6.83;K1V           ; 8.7e-01;J3
232.0508; -9.3578;15.35;              ; 1.8e-01;J3
232.0508; -9.3578; 7.54;K5V           ; 8.1e-01;J3
231.9571;+29.1058; 3.66;FP            ; 3.0e+00;S2
231.9571;+29.1058; 3.66;F0P           ; 2.3e+00;B32
231.9571;+29.1058; 3.66;F0P           ;        ;W1
231.9571;+29.1058; 3.68;F0P           ;        ;O6
231.9571;+29.1058; 3.66;F0P           ; 3.7e+00;S24
231.9571;+29.1058; 3.72;F0P           ; 1.6e+00;H1
233.0175;-38.6225; 6.24;A3            ; 1.8e+00;W1
233.0175;-38.6225; 6.22;A7V           ; 1.2e+00;F4
234.8267;-77.9181; 6.18;K2II          ; 9.9e+01;W1
233.0629;-23.8803; 6.67;MB            ;        ;B13
232.7325;+40.8331; 5.02;K5III         ; 4.8e+01;W1
233.2300;-16.8528; 5.50;B2VNN         ; 4.5e+00;W1
233.0404;+16.0561; 6.23;B8V           ; 2.7e+00;F4
233.0404;+16.0561; 6.13;B8V           ; 3.2e+00;W1
232.9458;+40.8994; 4.98;A2            ;        ;H1
233.5446;-10.0644; 4.62;K1IV          ; 4.2e+00;W1
233.2325;+31.3592; 4.17;B5            ;        ;H1
233.2325;+31.3592; 4.13;B6VNN         ; 3.3e+00;F4
233.2325;+31.3592; 4.14;B6VE          ; 4.2e+00;U4
233.6104; -9.1833; 5.18;B7IV          ; 4.4e+00;W1
234.0504;-44.3969; 5.42;K5III         ; 4.8e+01;W1
233.8817;-14.7894; 3.90;G8III-IV      ;        ;E13
233.8817;-14.7894; 3.90;G8III         ;        ;R10
233.8817;-14.7894; 3.91;G8III-IV      ;        ;R16
233.7004;+10.5386; 3.85;F0            ; 1.8e+00;H1
233.7004;+10.5389; 0.80;F0            ; 3.7e+00;T9
235.0483;-70.2278; 6.43;A2            ; 1.9e+00;W1
233.6721;+26.7147; 2.31;A0            ; 2.5e+00;P3
233.6721;+26.7147;     ;G0            ; 7.0e-01;P3
233.6721;+26.7147; 2.23;A0V           ; 2.7e+00;W1
233.6721;+26.7147; 2.31;A0V           ; 2.1e+00;C1
233.6721;+26.7147; 2.24;A0V           ; 2.7e+00;J3
233.6721;+26.7147;     ;G6            ; 8.7e-01;K2
233.6721;+26.7147; 2.30;A0            ; 2.9e+00;K2
233.6721;+26.7147; 2.23;A0V           ; 2.1e+00;F2
233.6721;+26.7147; 2.23;A0V           ;        ;O6
233.6721;+26.7147; 2.31;A0            ; 1.3e+00;H1
234.2558;-28.1350; 3.58;K3III         ;        ;O6
234.2558;-28.1350;12.00;              ; 5.0e-01;J3
234.2558;-28.1350; 3.58;K5III         ; 1.5e+01;J3
234.2787;-26.4925; 7.36;B7V           ; 3.4e+00;F4
234.7062;-52.3728; 5.41;B9V           ; 2.4e+00;F4
234.7062;-52.3728; 5.43;B9V           ; 3.1e+00;W1
234.3687;-26.2800; 6.18;B8V           ; 3.2e+00;W1
234.9854;-59.9083; 5.94;F8V           ; 1.3e+00;W1
233.4629;+63.9072; 8.20;G5            ; 3.8e+00;H16
233.4629;+63.9072;     ;A6            ; 2.7e+00;H16
233.4629;+63.9072; 7.45;K2            ; 4.6e+00;P3
233.4629;+63.9072;     ;A6            ; 3.2e+00;P3
233.4629;+63.9072; 7.30;G5            ; 3.4e+00;C11
233.4629;+63.9072;     ;A6            ; 2.4e+00;K2
233.4629;+63.9072; 7.31;A6V           ; 1.4e+00;F4
233.4629;+63.9072;     ;A6            ; 2.4e+00;C11
233.4629;+63.9072; 7.60;G7III         ; 3.5e+00;K2
233.9858;+39.8311; 7.62;K5V           ; 8.3e-01;J3
234.0092;+39.8025; 7.46;DK4           ; 1.1e+00;L12
234.0092;+39.8025; 7.62;DK5           ; 1.1e+00;L12
234.0092;+39.8025; 6.80;K4V           ; 8.4e-01;J3
234.0092;+39.8025; 7.70;K5V           ; 8.2e-01;J3
234.6642;-29.7778; 3.66;B2.5V         ; 3.2e+00;U4
234.6642;-29.7778; 3.66;B2.5V         ;        ;M14
234.7275;-19.3019; 5.38;G8III         ; 1.3e+01;W1
234.7504;-19.7325; 7.61;B9.5V         ; 2.4e+00;F4
234.4567;+40.3533; 5.27;G8III-IV      ; 7.8e+00;W1
235.0704;-23.8181; 4.95;K4III         ; 2.8e+00;H5
235.0704;-23.8181; 4.97;K4III         ; 6.4e+00;J3
235.0704;-23.8181; 5.06;K4III         ; 3.7e+01;W1
235.0704;-23.8181; 4.90;K4III         ;        ;B13
235.0704;-23.8181; 4.96;K4III         ;        ;O6
235.2975;-44.6611; 4.63;F5IV-V        ; 9.1e-01;F4
235.2975;-44.6611; 4.62;F5IV-V        ; 1.8e+00;W1
235.2975;-44.6611; 4.64;F5IV          ; 1.1e+00;J3
232.8537;+77.3494; 5.14;K5III         ; 4.8e+01;W1
235.7121;-61.7772; 9.13;F5V           ; 1.1e+00;F4
235.5871;-55.3119; 8.64;F8IB-II       ; 7.5e+01;L22
235.5871;-55.3119; 6.31;F8IB-II       ; 1.1e+01;C33
234.5675;+46.7978; 5.75;F2V           ; 1.1e+00;F1
234.5675;+46.7978; 5.75;F2V           ; 1.6e+00;W1
234.8133;+29.6222;10.10;F0            ; 4.0e-01;K3
234.8133;+29.6222;     ;              ; 4.0e-01;K3
234.8446;+36.6358; 4.69;B8            ; 2.4e+00;H1
235.4867;-19.6789; 4.72;K5III         ; 4.8e+01;W1
235.6708;-34.7103; 4.74;B6V           ; 3.2e+00;W1
235.6708;-34.7103; 4.72;B5V           ; 3.3e+00;F4
235.2462;+16.0247; 6.01;G5III         ; 1.1e+01;W1
235.3879;+19.6703; 4.49;A2            ; 1.1e+00;H1
235.4475;+12.8475; 5.33;AOP           ; 2.3e+00;B33
235.4475;+12.8475; 5.33;AP            ; 1.9e+00;S2
235.7629;-10.9336; 6.40;A8V           ; 1.7e+00;F3
235.6858;+26.2956; 5.60;F0            ; 1.6e+00;L12
235.6858;+26.2956; 4.20;A0IV          ; 1.8e+00;L12
235.6858;+26.2956; 3.93;A0            ; 1.9e+00;H1
236.0075; +2.5153; 5.88;G5V           ; 1.0e+00;J3
236.0075; +2.5153;12.00;              ; 4.8e-01;J3
236.0671; +6.4256; 2.65;K2III         ;        ;B52
236.0671; +6.4256; 2.64;K2III         ; 1.5e+01;J3
236.0671; +6.4256; 2.65;K2III         ; 1.2e+00;B34
236.0671; +6.4256; 2.65;K2III         ;        ;O6
236.0671; +6.4256; 2.65;K2III         ;        ;B3
236.0671; +6.4256; 2.75;K0            ; 9.0e+00;H1
235.7117;+52.3608; 5.39;ASI           ; 3.6e+00;S2
236.1754;+17.2642; 6.14;A0V           ; 2.0e+00;F4
236.1754;+17.2642; 5.91;A0V           ; 2.7e+00;W1
236.3479; +5.4472; 5.64;A2V           ; 1.7e+00;F3
236.3479; +5.4472; 5.56;A1V           ; 1.9e+00;F4
236.3479; +5.4472; 5.57;A2V           ; 2.7e+00;W1
236.6842;-34.6825; 5.60;B6V           ; 3.2e+00;F4
236.8562;-40.1942; 6.45;G5III         ; 1.1e+01;W1
236.8712;-37.9164; 6.01;G6V           ; 9.1e-01;J3
236.8712;-37.9164; 6.00;G6V           ; 1.1e+00;G4
236.8712;-37.9164;12.80;AWD           ; 2.0e-02;J3
236.5471;+15.4219; 3.74;A2            ; 1.4e+00;H1
236.5471;+15.4219; 3.66;A3V           ; 1.6e+00;F4
236.5471;+15.4219; 3.67;A2IV          ; 1.8e+00;F2
236.6108; +7.3531; 4.43;G0V           ; 1.1e+00;W1
236.6108; +7.3531; 4.43;G0V           ; 1.3e+00;L6
236.6108; +7.3531; 4.42;G0            ; 9.0e-01;H1
236.6108; +7.3531; 4.43;G0V           ; 1.0e+00;J3
236.6108; +7.3531; 4.43;G0V           ; 1.3e+00;G3
236.8221;+14.1153; 5.70;A2V           ; 2.2e+00;W1
237.4175;-20.7775; 7.68;B9.5V         ; 2.6e+00;F4
237.1850;+18.1417; 4.09;M1III         ;        ;O6
237.1850;+18.1417; 4.28;K5            ; 3.5e+01;H1
237.1850;+18.1417; 4.11;M1III         ; 5.4e+01;W1
237.4050; -3.4303; 3.63;A0            ; 2.0e+00;H1
237.4050; -3.4303; 3.55;A0V           ; 2.7e+00;W1
237.4050; -3.4303; 3.55;A0V           ; 2.0e+00;F4
237.1433;+28.1567;     ;G0IABPE       ; 8.3e+02;R29
237.8808;-47.0608; 6.00;K0            ; 4.2e+00;W1
237.7396;-33.6272; 3.94;AP            ; 3.7e+00;W1
237.5729; +2.1964; 5.23;G8III         ; 1.3e+01;W1
237.3983;+26.0683; 4.73;G5            ; 3.5e+00;H1
237.3983;+26.0683; 4.64;G5III-IV      ; 5.6e+00;W1
237.8742;-20.5872; 7.68;B9V           ; 2.6e+00;F4
237.9175;-25.6319; 4.09;M1III         ;        ;H19
237.7042; +4.4778; 3.70;A2VM          ; 1.8e+00;F4
237.7042; +4.4778; 3.75;A2            ; 1.0e+00;H1
237.7042; +4.4778; 3.73;A2M           ; 1.8e+00;B32
237.6737;+15.1336; 7.10;M7.5          ; 3.8e+02;V9
237.8150; -3.0906; 5.07;A3VN          ; 1.6e+00;F4
238.7858;-63.4308; 2.85;F2IV          ; 1.5e+00;J3
238.7858;-63.4308; 2.85;F0III-IV      ;        ;O6
238.7858;-63.4308; 2.84;F2IV          ;        ;W1
238.1479;-25.0153; 8.00;M0            ;        ;R26
237.8162;+20.9781; 4.75;K5III         ; 4.8e+01;W1
237.8162;+20.9781; 4.88;K5            ; 2.1e+00;H1
237.8162;+20.9781; 4.63;G3.5III       ;        ;B52
242.5625;-84.2317; 7.66;K0V           ; 8.4e-01;J3
242.5625;-84.2317;11.00;M             ; 5.7e-01;J3
237.8079;+35.6575; 4.63;K0III-IV      ; 8.9e+00;W1
